filename,speaker
vip/Leonardo_DiCaprio/00161.wav,Leonardo_DiCaprio
vip/Leonardo_DiCaprio/00350.wav,Leonardo_DiCaprio
vip/Leonardo_DiCaprio/00012.wav,Leonardo_DiCaprio
vip/Leonardo_DiCaprio/00081.wav,Leonardo_DiCaprio
vip/Leonardo_DiCaprio/00409.wav,Leonardo_DiCaprio
vip/Leonardo_DiCaprio/00079.wav,Leonardo_DiCaprio
vip/Leonardo_DiCaprio/00467.wav,Leonardo_DiCaprio
vip/Leonardo_DiCaprio/00282.wav,Leonardo_DiCaprio
vip/Mohammad_Ali/00437.wav,Mohammad_Ali
vip/Mohammad_Ali/00103.wav,Mohammad_Ali
vip/Mohammad_Ali/00362.wav,Mohammad_Ali
vip/Mohammad_Ali/00302.wav,Mohammad_Ali
vip/Mohammad_Ali/00166.wav,Mohammad_Ali
vip/Mohammad_Ali/00470.wav,Mohammad_Ali
vip/Mohammad_Ali/00226.wav,Mohammad_Ali
vip/Mohammad_Ali/00043.wav,Mohammad_Ali
vip/Mohammad_Ali/00007.wav,Mohammad_Ali
vip/Mohammad_Ali/00278.wav,Mohammad_Ali
vip/Mohammad_Ali/00375.wav,Mohammad_Ali
vip/Mohammad_Ali/00219.wav,Mohammad_Ali
vip/Mohammad_Ali/00027.wav,Mohammad_Ali
vip/Mohammad_Ali/00240.wav,Mohammad_Ali
vip/Mohammad_Ali/00313.wav,Mohammad_Ali
vip/Mohammad_Ali/00067.wav,Mohammad_Ali
vip/Mohammad_Ali/00331.wav,Mohammad_Ali
vip/Mohammad_Ali/00390.wav,Mohammad_Ali
vip/Mohammad_Ali/00286.wav,Mohammad_Ali
vip/Mohammad_Ali/00319.wav,Mohammad_Ali
vip/Ewan_McGregor/00100.wav,Ewan_McGregor
vip/Ewan_McGregor/00009.wav,Ewan_McGregor
vip/Ewan_McGregor/00033.wav,Ewan_McGregor
vip/Ewan_McGregor/00066.wav,Ewan_McGregor
vip/Ewan_McGregor/00093.wav,Ewan_McGregor
vip/Ewan_McGregor/00109.wav,Ewan_McGregor
vip/Ewan_McGregor/00045.wav,Ewan_McGregor
vip/Ewan_McGregor/00104.wav,Ewan_McGregor
vip/Ewan_McGregor/00074.wav,Ewan_McGregor
vip/Ewan_McGregor/00037.wav,Ewan_McGregor
vip/Ewan_McGregor/00078.wav,Ewan_McGregor
vip/Ewan_McGregor/00089.wav,Ewan_McGregor
vip/Ewan_McGregor/00107.wav,Ewan_McGregor
vip/Ewan_McGregor/00069.wav,Ewan_McGregor
vip/Ewan_McGregor/00070.wav,Ewan_McGregor
vip/Ewan_McGregor/00017.wav,Ewan_McGregor
vip/Ewan_McGregor/00067.wav,Ewan_McGregor
vip/Ewan_McGregor/00110.wav,Ewan_McGregor
vip/Ewan_McGregor/00020.wav,Ewan_McGregor
vip/Ewan_McGregor/00052.wav,Ewan_McGregor
vip/Haley_Joel_Osment/00020.wav,Haley_Joel_Osment
vip/Haley_Joel_Osment/00042.wav,Haley_Joel_Osment
vip/Haley_Joel_Osment/00030.wav,Haley_Joel_Osment
vip/Haley_Joel_Osment/00026.wav,Haley_Joel_Osment
vip/Haley_Joel_Osment/00013.wav,Haley_Joel_Osment
vip/Haley_Joel_Osment/00016.wav,Haley_Joel_Osment
vip/Haley_Joel_Osment/00082.wav,Haley_Joel_Osment
vip/Haley_Joel_Osment/00078.wav,Haley_Joel_Osment
vip/Haley_Joel_Osment/00060.wav,Haley_Joel_Osment
vip/Haley_Joel_Osment/00054.wav,Haley_Joel_Osment
vip/Haley_Joel_Osment/00052.wav,Haley_Joel_Osment
vip/Haley_Joel_Osment/00049.wav,Haley_Joel_Osment
vip/Haley_Joel_Osment/00044.wav,Haley_Joel_Osment
vip/Haley_Joel_Osment/00007.wav,Haley_Joel_Osment
vip/Haley_Joel_Osment/00008.wav,Haley_Joel_Osment
vip/Haley_Joel_Osment/00037.wav,Haley_Joel_Osment
vip/Haley_Joel_Osment/00055.wav,Haley_Joel_Osment
vip/Haley_Joel_Osment/00067.wav,Haley_Joel_Osment
vip/Haley_Joel_Osment/00023.wav,Haley_Joel_Osment
vip/Haley_Joel_Osment/00083.wav,Haley_Joel_Osment
vip/Frankie_Muniz/00053.wav,Frankie_Muniz
vip/Frankie_Muniz/00029.wav,Frankie_Muniz
vip/Frankie_Muniz/00025.wav,Frankie_Muniz
vip/Frankie_Muniz/00031.wav,Frankie_Muniz
vip/Frankie_Muniz/00034.wav,Frankie_Muniz
vip/Frankie_Muniz/00007.wav,Frankie_Muniz
vip/Frankie_Muniz/00009.wav,Frankie_Muniz
vip/Frankie_Muniz/00004.wav,Frankie_Muniz
vip/Frankie_Muniz/00042.wav,Frankie_Muniz
vip/Frankie_Muniz/00043.wav,Frankie_Muniz
vip/Frankie_Muniz/00012.wav,Frankie_Muniz
vip/Frankie_Muniz/00028.wav,Frankie_Muniz
vip/Frankie_Muniz/00011.wav,Frankie_Muniz
vip/Frankie_Muniz/00049.wav,Frankie_Muniz
vip/Frankie_Muniz/00057.wav,Frankie_Muniz
vip/Frankie_Muniz/00006.wav,Frankie_Muniz
vip/Frankie_Muniz/00050.wav,Frankie_Muniz
vip/Frankie_Muniz/00055.wav,Frankie_Muniz
vip/Frankie_Muniz/00051.wav,Frankie_Muniz
vip/Frankie_Muniz/00021.wav,Frankie_Muniz
