person,wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00142.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00333.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00124.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00039.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00327.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00052.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00375.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00153.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00086.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00349.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00422.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00025.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00278.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00133.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00068.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00167.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00252.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00145.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00290.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00196.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00222.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00134.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00015.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00137.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00467.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00183.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00411.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00430.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00107.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00148.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00493.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00200.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00268.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00417.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00038.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00097.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00329.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00027.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00096.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00334.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00242.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00421.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00020.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00449.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00175.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00298.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00169.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00063.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00492.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00289.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00176.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00303.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00116.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00090.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00373.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00395.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00040.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00408.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00113.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00428.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00350.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00211.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00410.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00286.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00234.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00191.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00416.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00378.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00361.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00384.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00030.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00055.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00125.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00462.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00455.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00103.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00245.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00087.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00398.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00220.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00288.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00190.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00500.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00081.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00073.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00173.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00258.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00178.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00159.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00495.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00404.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00213.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00230.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00359.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00171.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00287.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00084.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00005.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00405.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00206.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00197.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00238.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00072.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00184.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00316.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00154.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00193.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00402.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00262.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00217.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00214.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00368.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00244.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00317.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00337.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00388.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00314.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00164.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00450.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00382.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00400.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00198.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00358.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00216.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00433.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00374.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00122.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00079.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00457.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00013.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00269.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00465.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00413.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00165.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00276.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00179.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00123.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00182.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00270.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00305.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00479.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00473.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00231.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00100.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00484.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00168.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00295.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00130.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00118.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00160.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00439.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00335.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00261.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00277.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00454.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00466.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00069.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00282.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00144.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00415.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00121.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00321.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00385.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00051.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00024.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00059.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00036.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00497.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00221.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00110.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00275.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00035.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00381.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00180.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00347.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00453.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00010.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00111.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00139.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00058.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00141.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00273.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00445.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00008.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00187.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00016.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00078.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00397.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00219.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00355.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00054.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00338.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00166.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00170.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00285.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00241.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00293.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00389.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00247.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00390.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00106.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00174.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00474.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00346.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00093.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00236.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00067.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00315.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00108.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00186.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00028.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00250.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00470.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00451.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00310.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00369.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00436.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00432.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00077.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00308.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00226.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00225.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00370.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00224.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00323.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00345.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00458.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00140.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00456.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00481.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00050.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00201.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00042.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00132.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00297.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00172.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00080.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00253.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00150.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00070.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00272.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00009.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00464.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00284.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00129.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00109.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00386.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00057.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00438.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00267.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00229.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00026.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00264.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00163.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00425.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00128.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00341.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00291.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00227.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00101.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00208.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00266.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00362.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00207.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00447.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00469.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00356.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00237.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00409.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00494.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00322.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00496.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00283.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00023.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00146.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00407.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00115.wav
Mohammad_Ali,/tmp/speaker_recog/audio_files/Mohammad_Ali/00089.wav
